"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Montás-Laracuente N.; Delgado-Martos E.; Pesqueira-Calvo C.; Intra Sidola G.; Maitín A.M.; García-Tejedor Á.J.; Nogales A.","Montás-Laracuente, Nelson (60041541300); Delgado-Martos, Emilio (55816806600); Pesqueira-Calvo, Carlos (59302467600); Intra Sidola, Giovanni (59302467500); Maitín, Ana M. (57220129275); García-Tejedor, Álvaro J. (27567618300); Nogales, Alberto (56278130700)","60041541300; 55816806600; 59302467600; 59302467500; 57220129275; 27567618300; 56278130700","A systematic review of artificial intelligence for capturing real-world structures into building information modelling","2025","Journal of Building Engineering","113","","114093","","","2","10.1016/j.jobe.2025.114093","https://www.scopus.com/pages/publications/105015997221?origin=resultslist","The architecture field faces increasing pressure to digitize complex real-world structures, yet traditional Scan-to-Building Information Modelling (Sc2BIM) workflows remain time-consuming and require many resources. This research addresses the challenge of how Artificial Intelligence (AI) can enhance the Sc2BIM process by automating critical tasks such as point cloud segmentation and model generation, which are essential for producing accurate and efficient Building Information Models (BIM). To tackle this problem, we conducted a systematic review following a structured four-stage methodology: we formulated research questions to define the study's scope, applied clear inclusion and exclusion criteria to identify and screen relevant papers from main scientific resources, performed a detailed statistical analysis of selected studies, and synthesized the results to highlight current trends and research gaps. Our findings indicate that PointNet++ is the most frequently used model for 3D point cloud segmentation, while Convolutional Neural Networks (CNNs) remain the dominant architecture overall; hybrid and transformer-based models are getting popular, and some studies demonstrate successful full 3D BIM reconstructions from raw scans. These results underline the growing role of AI in streamlining the Sc2BIM pipeline, potentially reducing manual effort and improving model accuracy. The key research implication is a comprehensive overview of how AI techniques are applied in Sc2BIM, providing valuable insights for researchers and practitioners seeking to advance automation and efficiency in the digitization of the built environment. © 2025 The Authors","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105015997221"
"Zeqiri A.; Ben Youssef A.; Maherzi Zahar T.","Zeqiri, Adelina (57226275449); Ben Youssef, Adel (57202052557); Maherzi Zahar, Teja (59755223200)","57226275449; 57202052557; 59755223200","The Role of Digital Tourism Platforms in Advancing Sustainable Development Goals in the Industry 4.0 Era","2025","Sustainability (Switzerland)","17","8","3482","","","52","10.3390/su17083482","https://www.scopus.com/pages/publications/105003673579?origin=resultslist","The intersection of digitalization and sustainability is reshaping the tourism industry, with digital platforms playing a transformative role in optimizing travel experiences while simultaneously influencing economic inclusivity, labor dynamics, and environmental responsibility. This paper explores how Industry 4.0 technologies—such as artificial intelligence (AI), big data, blockchain, virtual reality (VR), and the Internet of Things (IoT)—are integrated into digital tourism platforms, assessing their dual impact on sustainability and market structures. The study develops a conceptual framework around five key dimensions: market power and digital dependency, AI-driven automation and workforce transformation, innovation and digital inclusion, sustainability innovations, and data security and governance. While digital platforms enhance personalization, operational efficiency, and eco-conscious travel, they also reinforce economic disparities, monopolization, and regulatory challenges, raising concerns related to SDGs such as SDG 1 (No Poverty), SDG 5 (Gender Equality), SDG 8 (Decent Work and Economic Growth), SDG 9 (Industry, Innovation and Infrastructure), SDG 10 (Reduced Inequalities), SDG 12 (Responsible Consumption, and Production), SDG 13 (Climate Action), and SDG 16 (Peace, Justice, and Strong Institutions). The study highlights the need for equitable governance frameworks to mitigate risks associated with AI-driven monopolization, algorithmic bias, and data privacy violations while ensuring digital accessibility for small and medium-sized enterprises (SMEs). The findings contribute to ongoing discussions on platform economics, digital governance, and sustainable tourism transformation, offering policy and managerial implications for fostering an inclusive and environmentally responsible tourism industry. © 2025 by the authors.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105003673579"
"Kaur B.; Kour M.","Kaur, Babalpreet (59464718200); Kour, Manjit (57956265300)","59464718200; 57956265300","Impact of artificial intelligence on investment decision-making","2025","AI, Economic Perspectives, and Firm Business Management","","","","1","11","4","10.4018/979-8-3693-7357-6.ch001","https://www.scopus.com/pages/publications/105004719349?origin=resultslist","Due to the increasing digitization of several sectors, businesses are utilizing robotic process automation (RPA) to digitize different aspects of their operations. RPA uses computer codes and rules-based software robots to automate repetitive tasks. It has completely changed the manner in which we approach work. Financial forecasting is not exempt from this evolution, since digital technology present enormous opportunities. By digitally managing and tracking financial transactions, robotic financial forecasting technologies are essential to preserving the financial stability of organizations. This research, is an attempt to deepen understanding of the quickly developing subject of artificial intelligence in finance. In addition to fostering innovation, the use of AI in financial services has the potential to boost economic expansion and establish countries as leaders in the financial technology industry. Fundamentally, this study highlights the various ways that technology-especially artificial intelligence and robotic process automation-affects the finance industry. © 2025 by IGI Global Scientific Publishing. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-105004719349"
"González-Anta B.","González-Anta, Baltasar (57209826811)","57209826811","Digitalization","2025","International Encyclopedia of Business Management","","","","Vol1:346","Vol1:352","0","10.1016/B978-0-443-13701-3.00069-4","https://www.scopus.com/pages/publications/105029614063?origin=resultslist","Digitalization is transforming society and organizations in the knowledge economy. This chapter provides a comprehensive overview of digitalization and related concepts in Business Management. We first define key terms such as digitalization, digitization, digital transformation, and mention specific contexts in which digitalization can be implemented. We then adopt a sociotechnical approach to analyze opportunities and challenges of digitalization, considering organizational adaptability and work competences as central elements. In particular, we highlight the growing relevance of digital and digitalized competences to leverage technology while mitigating potential negative outcomes. Looking ahead, we reflect on the impact of Generative AI and the “AI-lization”, and how this can augment yet also potentially displace human capabilities. We conclude by summarizing key insights and identifying areas for future research on sustainable digitalization that promotes synergistic human-technology collaboration. The chapter offers an integrative analysis of technological and social factors to advance the understanding of digitalization in contemporary business. © 2026 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.","Book chapter","Final","","Scopus","2-s2.0-105029614063"
"Espin Shalo S.P.; Jeeshan R.J.; Gunasekar S.; Pius Agbulu G.; Sairam V.A.","Espin Shalo, S.P. (59700487700); Jeeshan, R.J. (59699325000); Gunasekar, S. (57694798600); Pius Agbulu, G. (57215563127); Sairam, V.A. (58137754000)","59700487700; 59699325000; 57694798600; 57215563127; 58137754000","Advanced Data Extraction and Predictive Analytics for Hemodialyzers Using AI and OCR","2025","Proceedings - 1st International Conference on Frontier Technologies and Solutions, ICFTS 2025","","","","","","1","10.1109/ICFTS62006.2025.11031477","https://www.scopus.com/pages/publications/105010829621?origin=resultslist","The emphasis on medical technology has catalyzed increasing technology adoption in healthcare automation to manage patient data. Hemodialysis is a life-saving procedure in kidney disease requiring constant observation of such parameters as displayed on a hemodialysis machine. Paperbased data recording in these environments is tedious, timeconsuming, and susceptible to human errors mainly due to stress. This work proposes a method for extracting data from displays of a hemodialysis machine based on images from a mobile camera. With image analysis and Optical Character Recognition (OCR) technologies, the data, including temperature and conductivity, extracts and translates the values into JavaScript Object Notation (JSON). The algorithm has been developed to focus on plural machine models and not be limited to a specific format and screen sizes frequently used in clinical practice. In addition, the system uses artificial intelligence in predictive modelling to identify patterns and possible health issues and ensure professionals address them at the right time. The outcomes of the comparative analysis show that the mentioned scheme is more effective than the conventional paper-to-computer data managenent approach.  © 2025 IEEE.","Conference paper","Final","","Scopus","2-s2.0-105010829621"
"Huey A.L.T.","Huey, Alex Looi Tink (57252313500)","57252313500","Challenges and impact of Industry 5.0","2025","Industry 5.0: Design, standards, techniques and applications for manufacturing","","","","15","26","0","10.1049/PBME026E_ch2","https://www.scopus.com/pages/publications/86000454981?origin=resultslist","Industry 4.0 marks a significant shift in manufacturing and production industries, integrating advanced manufacturing techniques with digital transformation. This revolution is enabled by connected technologies that create intelligent manufacturing systems - systems that are not only interconnected but also capable of communication, analysis, forecasting, and executing intelligent actions based on the information they process. For many companies, Industry 4.0 remains the ""next big thing"" - a trend they're still actively adapting or planning to focus on. It represents a revolution driven by advancements in information technology (IT), with key elements including automation, robotics, big data analytics, smart systems, virtualization, artificial intelligence (AI), machine learning, and the Internet of Things (IoT) [1]. Industry 4.0 has unlocked new levels of connectivity, innovation, and economic strength, enabling businesses to become more flexible, efficient, and resource-conscious [2]. At the heart of this digital revolution lies data. The ability to efficiently transform raw data into meaningful information is crucial for the success of future businesses. The core pillars of Industry 4.0 include autonomous systems and AI, which are driving the digitization and interconnection of production and manufacturing processes through cyber-physical systems. The industry recognizes that the widespread adoption of AI and automation will fundamentally redefine how businesses and industries work. As such, AI is poised to be one of the most critical enablers and a leading force in the evolution of IT. Yet, even as companies and entire industry supply chains are still navigating the complexities of Industry 4.0, the next wave, Industry 5.0 is already on the horizon. Hence, it is crucial to understand what Industry 5.0 entails and how it might impact both the current operations and future business strategy. According to the European Commission, Industry 5.0 approach envisions an industry that goes beyond just efficiency and productivity but emphasizing its broader role and contribution to society [3]. This approach prioritizes the well-being of workers within the production process and leverages new technologies to promote prosperity that extends beyond mere job creation and economic growth, all while respecting the planet's environmental limits. Industry 5.0 complements the existing Industry 4.0 framework by focusing on research and innovation as essential tools for transitioning to a sustainable, human-centric and resilient industry. It envisions a harmonious collaboration between humans and machines, where advanced technologies augment human capabilities rather than replacing them, and recognizing the unique value that human creativity, empathy, and critical thinking bring to the table. The human-centric approach is a response to the growing concerns about the dehumanization of work in an increasingly automated world. This new approach shifts the focus from technology and economic growth to human progress and well-being. Like every industrial revolution, Industry 5.0 introduces a range of challenges and opportunities to the industries. This chapter explores the complexities of Industry 5.0, drawing comparisons with Industry 4.0 (Table 2.1), addressing challenges it poses, and assessing its potential impact on both industries and society as a whole. © The Institution of Engineering and Technology 2025. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-86000454981"
"Medhane S.P.; Khalkar R.G.; Dhumne A.; Mestry R.; Khan A.; Agarwal S.","Medhane, Sampat P. (57113687200); Khalkar, Rohini G. (57217280340); Dhumne, Amol (57190257788); Mestry, Rutuj (59946416200); Khan, Aquib (59946593800); Agarwal, Sajal (59946233500)","57113687200; 57217280340; 57190257788; 59946416200; 59946593800; 59946233500","Automated counting of piping and instrumentation diagram using artificial intelligence","2025","Journal of Integrated Science and Technology","13","6","1147","","","0","10.62110/sciencein.jist.2025.v13.1147","https://www.scopus.com/pages/publications/105008244564?origin=resultslist","Accurately detecting and classifying symbolic representations is a significant hurdle in image processing, especially when dealing with complex engineering diagrams like Piping and Instrumentation Diagrams (P&IDs), which serve as crucial blueprints for industrial processes. However, the manual counting of equipment, instruments and lines within P&IDs remains a time-consuming task, impeding efficiency and accuracy in engineering projects. Traditional digitization methods, reliant on manual assessments are prone to errors and delays, especially when modifications occur. Proposed work presents an automated solution utilizing the Claude API to streamline the digitization process of P&IDs. By integrating both text reading and symbol recognition (object detection) capabilities. Our approach yields output in a tabular format, organizing the extracted data into distinct categories such as Equipment, Instruments, and Pipelines. It ensures accuracy by cross-referencing P&ID symbols from its database and verifying descriptions against equipment specifications or using its own model. It offers significant advantages over slower methods such as Sliding Window and R-CNN, providing a more efficient and accurate means of equipment and line counting. Through the integration of the Claude API, contractors and engineers can expedite the analysis of drawings, quantity estimates, and equipment lists, thereby enhancing productivity and minimizing errors in advanced engineering tasks. ©Authors CC4-NC-ND, ScienceIN.","Article","Final","","Scopus","2-s2.0-105008244564"
"Liutkevicius M.; Ben Yahia S.","Liutkevicius, Markko (57220003785); Ben Yahia, Sadok (58346331000)","57220003785; 58346331000","Research Roadmap for Designing a Virtual Competence Assistant for the European Labour Market","2022","Procedia Computer Science","207","","","2404","2413","4","10.1016/j.procs.2022.09.299","https://www.scopus.com/pages/publications/85143337224?origin=resultslist","This research proposal explores how citizen-centered learning and career advancement can benefit from artificial intelligence, occupational classification frameworks, and the concept of proactive services. In the current literature, there are a lot of machine learning methods used in various job and training recommendation systems to tackle scientific or real-life problems. However, only a few use the existing occupational classifications to classify job and training advertisements or enable cross-regional labor mobility. Additionally, the quality of public e-services regarding labour market services in each European country varies greatly. For example, even though Estonia is typically referred to as being at the forefront of public service digitization and automation, it has not implemented machine learning methods to match job offers or training with candidates. The matching process between vacancy and job seeker is currently carried out with outdated International Standard Classification of Occupations (ISCO) codes, altered to the Estonian Unemployment Insurance Fund's needs. The ISCO code is assigned to each job vacancy by a company and job wish by a citizen manually. Such functionality is rigid and requires the users to define an accurate ISCO code. Even when the filled-in CV consists of detailed previous work experience and educational background, if the ISCO code is not accurate, the e-service will not help the citizen find a new job. Moreover, in today's public employment service portals, there is typically no option to insert specific skills that a citizen has to receive an increased number of accurate job or training recommendations. Consequently, despite many well-established frameworks dealing with competencies and occupations, citizen-centered public services supporting upskilling and finding a new job are inefficient. In this paper, we put forth a research roadmap for investigating how to enable a technical ecosystem using occupational classification frameworks so that citizens, both employed and unemployed, can receive proactive recommendations about upcoming training events and job vacancies. Such a system should be tailored to support citizen life events. For example, it could consider citizens' previous work and educational background to help with retraining, upskilling, or changing one's career path. Therefore we have initiated a project in collaboration with the Estonian Unemployment Insurance Fund, the Estonian Qualifications Authority, other Estonian public organizations, and partner universities in Latvia and Finland. The research is planned as an action design research to design an artificial intelligence-enabled Virtual Competence Assistant (VCA) for the EU labour market. © 2022 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0) Peer-review under responsibility of the scientific committee of the 26th International Conference on Knowledge-Based and Intelligent Information & Engineering Systems (KES 2022)","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85143337224"
"Niță M.D.","Niță, Mihai Daniel (36810454400)","36810454400","Testing forestry digital twinning workflow based on mobile lidar scanner and ai platform","2021","Forests","12","11","1576","","","45","10.3390/f12111576","https://www.scopus.com/pages/publications/85119602635?origin=resultslist","Climate-smart forestry is a sustainable forest management approach for increasing positive climate impacts on society. As climate-smart forestry is focusing on more sustainable solutions that are resource-efficient and circular, digitalization plays an important role in its implementation. The article aimed to validate an automatic workflow of processing 3D pointclouds to produce digital twins for every tree on large 1-ha sample plots using a GeoSLAM mobile LiDAR scanner and VirtSilv AI platform. Specific objectives were to test the efficiency of segmentation technique developed in the platform for individual trees from an initial cloud of 3D points observed in the field and to quantify the efficiency of digital twinning by comparing the automatically generated results of (DBH, H, and Volume) with traditional measurements. A number of 1399 trees were scanned with LiDAR to create digital twins and, for validation, were measured with traditional tools such as forest tape and vertex. The segmentation algorithm developed in the platform to extract individual 3D trees recorded an accuracy varying between 95 and 98%. This result was higher in accuracy than reported by other solutions. When compared to traditional measurements the bias for diameter at breast height (DBH) and height was not significant. Digital twinning offers a blockchain solution for digitalization, and AI platforms are able to provide technological advantage in preserving and restoring biodiversity with sustainable forest management. © 2021 by the author. Licensee MDPI, Basel, Switzerland.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85119602635"
"Bauer W.; Vocke C.","Bauer, Wilhelm (35483043700); Vocke, Christian (57191756312)","35483043700; 57191756312","Work in the Age of Artificial Intelligence – Challenges and Potentials for the Design of New Forms of Human-Machine Interaction","2020","Advances in Intelligent Systems and Computing","961","","","493","501","17","10.1007/978-3-030-20154-8_45","https://www.scopus.com/pages/publications/85069150586?origin=resultslist","In times of digital transformation, enterprises are facing great challenges in terms of management and work organization. In particular, the rapid progress in the field of artificial intelligence and cognitive systems requires a rethinking of by whom and how work activities will carried out in the future. The automation of routine processes and intelligent algorithms in some cases even allow new approaches and perspectives. For not only machines or intelligent algorithms are going to execute tasks, new forms of human-machine interaction represent valuable enablers of positioning the central role of humans. Therefore, it does not only require technological but also cultural development. By using new technologies and methods, tasks and jobs will change in the future: qualification requirements will transform, previous jobs will be lost and new job profiles will emerge. The demand for highly qualified staff will greatly increase. Especially digital competence will be in more demand than ever as will be the ability to control complexity and human creativity. Nevertheless, how to get there and how to create the missing socio-technological link? In this paper, the authors present selected currently available technological solutions in the field of artificial intelligence leading to new forms of human-machine interaction. In addition, the authors point out future demands on the skills of both employees and managers as well as appropriate training opportunities. © 2020, Springer Nature Switzerland AG.","Conference paper","Final","","Scopus","2-s2.0-85069150586"
